Province_State,Confirmed,Deceased,Recovered,Date
Wyoming,305,2,148.0,04-17-2020
Recovered,0,0,58545.0,04-17-2020
Alabama,4712,153,,04-18-2020
Alaska,314,9,147.0,04-18-2020
American Samoa,0,0,,04-18-2020
Arizona,4724,180,539.0,04-18-2020
Arkansas,1744,38,703.0,04-18-2020
California,30491,1140,,04-18-2020
Colorado,9047,389,,04-18-2020
Connecticut,17550,1086,,04-18-2020
Delaware,2538,67,423.0,04-18-2020
Diamond Princess,49,0,0.0,04-18-2020
District of Columbia,2666,91,608.0,04-18-2020
Florida,25492,748,,04-18-2020
Georgia,17669,673,,04-18-2020
Grand Princess,103,0,0.0,04-18-2020
Guam,136,5,110.0,04-18-2020
Hawaii,574,9,390.0,04-18-2020
Idaho,1655,43,453.0,04-18-2020
Illinois,29160,1259,,04-18-2020
Indiana,10641,545,,04-18-2020
Iowa,2513,74,1095.0,04-18-2020
Kansas,1821,85,,04-18-2020
Kentucky,2707,144,979.0,04-18-2020
Louisiana,23580,1267,,04-18-2020
Maine,847,32,382.0,04-18-2020
Maryland,12326,421,771.0,04-18-2020
Massachusetts,36372,1404,,04-18-2020
Michigan,30791,2308,3237.0,04-18-2020
Minnesota,2209,121,1118.0,04-18-2020
Mississippi,3974,152,,04-18-2020
Missouri,5579,197,,04-18-2020
Montana,426,10,234.0,04-18-2020
Nebraska,1249,24,,04-18-2020
Nevada,3626,151,,04-18-2020
New Hampshire,1342,38,468.0,04-18-2020
New Jersey,81420,4070,,04-18-2020
New Mexico,1798,53,382.0,04-18-2020
New York,241712,17671,23887.0,04-18-2020
North Carolina,6328,187,,04-18-2020
North Dakota,528,9,183.0,04-18-2020
Northern Mariana Islands,14,2,9.0,04-18-2020
Ohio,10222,451,,04-18-2020
Oklahoma,2465,136,1515.0,04-18-2020
Oregon,1844,72,,04-18-2020
Pennsylvania,31652,1042,,04-18-2020
Puerto Rico,1118,60,,04-18-2020
Rhode Island,4491,137,217.0,04-18-2020
South Carolina,4248,119,2633.0,04-18-2020
South Dakota,1542,7,552.0,04-18-2020
Tennessee,6589,142,3234.0,04-18-2020
Texas,18704,476,4806.0,04-18-2020
Utah,2917,25,565.0,04-18-2020
Vermont,803,38,15.0,04-18-2020
Virgin Islands,53,3,46.0,04-18-2020
Virginia,8053,258,1228.0,04-18-2020
Washington,11776,613,,04-18-2020
West Virginia,785,16,255.0,04-18-2020
Wisconsin,4199,212,,04-18-2020
Wyoming,309,2,206.0,04-18-2020
Recovered,0,0,64840.0,04-18-2020
Alabama,17031,610,9355.0,05-29-2020
Alaska,429,10,367.0,05-29-2020
American Samoa,0,0,,05-29-2020
Arizona,18472,886,4551.0,05-29-2020
Arkansas,6777,132,4583.0,05-29-2020
California,106622,4077,,05-29-2020
Colorado,25598,1436,3838.0,05-29-2020
Connecticut,41762,3868,7127.0,05-29-2020
Delaware,9236,356,5103.0,05-29-2020
Diamond Princess,49,0,,05-29-2020
District of Columbia,8538,460,1089.0,05-29-2020
Florida,54497,2413,,05-29-2020
Georgia,45881,1987,,05-29-2020
Grand Princess,103,3,,05-29-2020
Guam,172,5,144.0,05-29-2020
Hawaii,649,17,604.0,05-29-2020
Idaho,2770,82,2195.0,05-29-2020
Illinois,117455,5270,,05-29-2020
Indiana,33558,2110,,05-29-2020
Iowa,18957,524,10753.0,05-29-2020
Kansas,9662,215,547.0,05-29-2020
Kentucky,9464,418,3181.0,05-29-2020
Louisiana,38802,2767,28700.0,05-29-2020
Maine,2226,85,1458.0,05-29-2020
Maryland,50988,2466,3571.0,05-29-2020
Massachusetts,95512,6718,,05-29-2020
Michigan,56621,5406,33168.0,05-29-2020
Minnesota,23531,1006,16930.0,05-29-2020
Mississippi,14793,710,9401.0,05-29-2020
Missouri,13084,730,,05-29-2020
Montana,493,17,448.0,05-29-2020
Nebraska,13648,164,,05-29-2020
Nevada,8376,406,428.0,05-29-2020
New Hampshire,4492,238,2730.0,05-29-2020
New Jersey,158844,11531,26084.0,05-29-2020
New Mexico,7493,344,2684.0,05-29-2020
New York,368284,29646,65289.0,05-29-2020
North Carolina,26885,919,14954.0,05-29-2020
North Dakota,2520,59,1882.0,05-29-2020
Northern Mariana Islands,22,2,13.0,05-29-2020
Ohio,34566,2131,,05-29-2020
Oklahoma,6338,329,5340.0,05-29-2020
Oregon,4131,151,1981.0,05-29-2020
Pennsylvania,74984,5464,46370.0,05-29-2020
Puerto Rico,3647,132,,05-29-2020
Rhode Island,14635,693,1206.0,05-29-2020
South Carolina,11131,483,6459.0,05-29-2020
South Dakota,4866,59,3744.0,05-29-2020
Tennessee,22063,361,14965.0,05-29-2020
Texas,60901,1619,40068.0,05-29-2020
Utah,9264,107,5813.0,05-29-2020
Vermont,975,55,859.0,05-29-2020
Virgin Islands,69,6,61.0,05-29-2020
Virginia,42533,1358,5648.0,05-29-2020
Washington,21071,1111,,05-29-2020
West Virginia,1951,74,1241.0,05-29-2020
Wisconsin,17707,568,10880.0,05-29-2020
Wyoming,891,15,634.0,05-29-2020
Alabama,100173,1755,37923.0,08-08-2020
Alaska,3613,26,1254.0,08-08-2020
American Samoa,0,0,,08-08-2020
Arizona,186107,4137,25163.0,08-08-2020
Arkansas,48811,535,40360.0,08-08-2020
California,554388,10307,,08-08-2020
Colorado,50306,1857,5490.0,08-08-2020
Connecticut,50320,4441,8721.0,08-08-2020
Delaware,15502,590,8416.0,08-08-2020
Diamond Princess,49,0,,08-08-2020
District of Columbia,12653,590,10124.0,08-08-2020
Florida,526577,8109,,08-08-2020
Georgia,213427,4186,,08-08-2020
Grand Princess,103,3,,08-08-2020
Guam,411,5,321.0,08-08-2020
Hawaii,3346,31,1467.0,08-08-2020
Idaho,24497,235,8738.0,08-08-2020
Illinois,193998,7840,,08-08-2020
Indiana,73287,3036,54068.0,08-08-2020
Iowa,48535,927,36882.0,08-08-2020
Kansas,30463,380,1293.0,08-08-2020
Kentucky,34578,772,8674.0,08-08-2020
Louisiana,128746,4207,89083.0,08-08-2020
Maine,4028,125,3504.0,08-08-2020
Maryland,94581,3577,5899.0,08-08-2020
Massachusetts,120711,8721,99021.0,08-08-2020
Michigan,96191,6520,63636.0,08-08-2020
Minnesota,60101,1689,52768.0,08-08-2020
Mississippi,66646,1874,42391.0,08-08-2020
Missouri,58021,1327,,08-08-2020
Montana,4889,75,3255.0,08-08-2020
Nebraska,28245,345,20333.0,08-08-2020
Nevada,55419,949,1297.0,08-08-2020
New Hampshire,6818,419,6049.0,08-08-2020
New Jersey,184429,15869,32956.0,08-08-2020
New Mexico,22115,681,9166.0,08-08-2020
New York,420345,32768,73609.0,08-08-2020
North Carolina,134948,2184,105093.0,08-08-2020
North Dakota,7508,112,6268.0,08-08-2020
Northern Mariana Islands,48,2,29.0,08-08-2020
Ohio,99969,3668,77429.0,08-08-2020
Oklahoma,43080,603,35745.0,08-08-2020
Oregon,21010,355,4111.0,08-08-2020
Pennsylvania,122665,7310,90930.0,08-08-2020
Puerto Rico,21424,274,,08-08-2020
Rhode Island,19738,1014,1876.0,08-08-2020
South Carolina,99460,2007,37798.0,08-08-2020
South Dakota,9477,146,8307.0,08-08-2020
Tennessee,120585,1215,80340.0,08-08-2020
Texas,497632,9058,338343.0,08-08-2020
Utah,43751,335,33115.0,08-08-2020
Vermont,1454,58,1272.0,08-08-2020
Virgin Islands,528,9,404.0,08-08-2020
Virginia,99189,2322,12843.0,08-08-2020
Washington,62523,1688,,08-08-2020
West Virginia,7563,131,5609.0,08-08-2020
Wisconsin,59933,996,49283.0,08-08-2020
Wyoming,3015,28,2462.0,08-08-2020
Alabama,38962,972,18866.0,07-01-2020
Alaska,975,14,528.0,07-01-2020
American Samoa,0,0,,07-01-2020
Arizona,84105,1725,9715.0,07-01-2020
Arkansas,21197,277,15163.0,07-01-2020
California,238681,6169,,07-01-2020
Colorado,33012,1697,4502.0,07-01-2020
Connecticut,46572,4324,8053.0,07-01-2020
Delaware,11510,509,6676.0,07-01-2020
Diamond Princess,49,0,,07-01-2020
District of Columbia,10365,553,1451.0,07-01-2020
Florida,158997,3550,,07-01-2020
Georgia,84242,2827,,07-01-2020
Grand Princess,103,3,,07-01-2020
Guam,267,5,179.0,07-01-2020
Hawaii,926,18,736.0,07-01-2020
Idaho,6370,92,4233.0,07-01-2020
Illinois,144013,6951,,07-01-2020
Indiana,45952,2650,35025.0,07-01-2020
Iowa,29514,717,23607.0,07-01-2020
Kansas,14830,277,834.0,07-01-2020
Kentucky,15842,572,4052.0,07-01-2020
Louisiana,60178,3238,43026.0,07-01-2020
Maine,3294,105,2671.0,07-01-2020
Maryland,67918,3205,5001.0,07-01-2020
Massachusetts,108882,8053,,07-01-2020
Michigan,71089,6198,51099.0,07-01-2020
Minnesota,36716,1482,31947.0,07-01-2020
Mississippi,27900,1082,19388.0,07-01-2020
Missouri,21035,1018,,07-01-2020
Montana,1016,22,658.0,07-01-2020
Nebraska,19310,276,13737.0,07-01-2020
Nevada,19101,511,714.0,07-01-2020
New Hampshire,5802,373,4463.0,07-01-2020
New Jersey,171928,15078,30300.0,07-01-2020
New Mexico,12276,500,5393.0,07-01-2020
New York,394079,32043,70590.0,07-01-2020
North Carolina,66751,1398,45538.0,07-01-2020
North Dakota,3615,80,3210.0,07-01-2020
Northern Mariana Islands,30,2,19.0,07-01-2020
Ohio,52865,2876,,07-01-2020
Oklahoma,14119,389,10605.0,07-01-2020
Oregon,8931,208,2722.0,07-01-2020
Pennsylvania,91775,6684,68048.0,07-01-2020
Puerto Rico,7537,153,,07-01-2020
Rhode Island,16853,956,1638.0,07-01-2020
South Carolina,37919,766,15471.0,07-01-2020
South Dakota,6826,93,5933.0,07-01-2020
Tennessee,45315,609,28283.0,07-01-2020
Texas,172368,2503,87556.0,07-01-2020
Utah,22716,173,12707.0,07-01-2020
Vermont,1210,56,961.0,07-01-2020
Virgin Islands,90,6,73.0,07-01-2020
Virginia,63203,1786,8131.0,07-01-2020
Washington,33435,1339,,07-01-2020
West Virginia,2979,93,2284.0,07-01-2020
Wisconsin,29199,786,23089.0,07-01-2020
Wyoming,1514,20,1119.0,07-01-2020
Alabama,19072,653,11395.0,06-04-2020
Alaska,512,10,376.0,06-04-2020
American Samoa,0,0,,06-04-2020
Arizona,22886,999,5172.0,06-04-2020
Arkansas,8425,151,5717.0,06-04-2020
California,122168,4444,,06-04-2020
Colorado,27346,1512,4014.0,06-04-2020
Connecticut,43239,4007,7284.0,06-04-2020
Delaware,9746,386,5562.0,06-04-2020
Diamond Princess,49,0,,06-04-2020
District of Columbia,9120,475,1138.0,06-04-2020
Florida,60183,2607,,06-04-2020
Georgia,49859,2149,,06-04-2020
Grand Princess,103,3,,06-04-2020
Guam,179,5,162.0,06-04-2020
Hawaii,655,17,612.0,06-04-2020
Idaho,2990,83,2311.0,06-04-2020
Illinois,124759,5736,,06-04-2020
Indiana,36096,2231,23707.0,06-04-2020
Iowa,20806,583,12333.0,06-04-2020
Kansas,10167,227,592.0,06-04-2020
Kentucky,10705,458,3303.0,06-04-2020
Louisiana,41562,2883,31728.0,06-04-2020
Maine,2446,95,1739.0,06-04-2020
Maryland,55858,2668,3985.0,06-04-2020
Massachusetts,102063,7201,,06-04-2020
Michigan,58241,5595,38099.0,06-04-2020
Minnesota,26273,1126,21490.0,06-04-2020
Mississippi,16560,794,11203.0,06-04-2020
Missouri,14438,795,,06-04-2020
Montana,539,17,467.0,06-04-2020
Nebraska,15139,187,7005.0,06-04-2020
Nevada,9129,430,512.0,06-04-2020
New Hampshire,4876,273,3157.0,06-04-2020
New Jersey,162530,11970,27231.0,06-04-2020
New Mexico,8353,383,3013.0,06-04-2020
New York,375133,30174,66756.0,06-04-2020
North Carolina,32075,1006,18860.0,06-04-2020
North Dakota,2706,66,2209.0,06-04-2020
Northern Mariana Islands,26,16,16.0,06-04-2020
Ohio,37282,2340,,06-04-2020
Oklahoma,6907,344,5781.0,06-04-2020
Oregon,4474,159,2199.0,06-04-2020
Pennsylvania,78335,5832,51019.0,06-04-2020
Puerto Rico,4508,140,,06-04-2020
Rhode Island,15325,756,1326.0,06-04-2020
South Carolina,12415,501,6976.0,06-04-2020
South Dakota,5247,64,4163.0,06-04-2020
Tennessee,25190,401,16643.0,06-04-2020
Texas,70555,1776,46799.0,06-04-2020
Utah,10813,117,6628.0,06-04-2020
Vermont,1026,55,881.0,06-04-2020
Virgin Islands,71,6,62.0,06-04-2020
Virginia,47856,1445,6284.0,06-04-2020
Washington,22729,1138,,06-04-2020
West Virginia,2102,79,1399.0,06-04-2020
Wisconsin,19892,626,12980.0,06-04-2020
Wyoming,921,17,714.0,06-04-2020
Alabama,42862,1007,22082.0,07-04-2020
Alaska,1107,16,544.0,07-04-2020
American Samoa,0,0,,07-04-2020
Arizona,94567,1817,10903.0,07-04-2020
Arkansas,23209,286,16726.0,07-04-2020
California,252895,6334,,07-04-2020
Colorado,33849,1701,4557.0,07-04-2020
Connecticut,46717,4335,8210.0,07-04-2020
Delaware,11996,512,6711.0,07-04-2020
Diamond Princess,49,0,,07-04-2020
District of Columbia,10447,557,1523.0,07-04-2020
Florida,190052,3702,,07-04-2020
Georgia,93319,2857,,07-04-2020
Grand Princess,103,3,,07-04-2020
Guam,280,5,179.0,07-04-2020
Hawaii,999,19,754.0,07-04-2020
Idaho,7370,93,2831.0,07-04-2020
Illinois,146612,7014,,07-04-2020
Indiana,47432,2687,36076.0,07-04-2020
Iowa,31061,721,24604.0,07-04-2020
Kansas,15911,283,842.0,07-04-2020
Kentucky,16376,585,4747.0,07-04-2020
Louisiana,63289,3278,43026.0,07-04-2020
Maine,3397,107,2751.0,07-04-2020
Maryland,69341,3236,5025.0,07-04-2020
Massachusetts,109838,8172,93157.0,07-04-2020
Michigan,72581,6218,52841.0,07-04-2020
Minnesota,37624,1503,32347.0,07-04-2020
Mississippi,30674,1107,19388.0,07-04-2020
Missouri,23583,1050,,07-04-2020
Montana,1167,23,678.0,07-04-2020
Nebraska,19827,284,14200.0,07-04-2020
Nevada,21575,530,727.0,07-04-2020
New Hampshire,5872,379,4597.0,07-04-2020
New Jersey,173033,15189,30565.0,07-04-2020
New Mexico,13063,513,5802.0,07-04-2020
New York,396598,32157,70877.0,07-04-2020
North Carolina,71670,1422,45538.0,07-04-2020
North Dakota,3779,80,3288.0,07-04-2020
Northern Mariana Islands,31,2,19.0,07-04-2020
Ohio,56183,2907,39903.0,07-04-2020
Oklahoma,15648,398,11965.0,07-04-2020
Oregon,9930,213,2759.0,07-04-2020
Pennsylvania,93922,6749,69712.0,07-04-2020
Puerto Rico,7787,155,,07-04-2020
Rhode Island,16991,960,1657.0,07-04-2020
South Carolina,43386,813,16994.0,07-04-2020
South Dakota,7028,97,6062.0,07-04-2020
Tennessee,50140,637,30043.0,07-04-2020
Texas,192153,2607,97430.0,07-04-2020
Utah,24542,181,13807.0,07-04-2020
Vermont,1238,56,999.0,07-04-2020
Virgin Islands,111,6,76.0,07-04-2020
Virginia,65109,1849,8741.0,07-04-2020
Washington,35247,1354,,07-04-2020
West Virginia,3205,94,2402.0,07-04-2020
Wisconsin,31055,796,24491.0,07-04-2020
Wyoming,1606,20,1169.0,07-04-2020
Alabama,11373,483,,05-15-2020
Alaska,388,10,343.0,05-15-2020
American Samoa,0,0,,05-15-2020
Arizona,13169,651,3145.0,05-15-2020
Arkansas,4463,98,3390.0,05-15-2020
California,76693,3136,,05-15-2020
Colorado,21232,1150,3217.0,05-15-2020
Connecticut,36085,3285,6264.0,05-15-2020
Delaware,7373,271,3210.0,05-15-2020
Diamond Princess,49,0,,05-15-2020
District of Columbia,6871,368,975.0,05-15-2020
Florida,44138,1917,,05-15-2020
Georgia,36772,1588,,05-15-2020
Grand Princess,103,3,,05-15-2020
Guam,154,5,124.0,05-15-2020
Hawaii,638,17,564.0,05-15-2020
Idaho,2351,72,1573.0,05-15-2020
Illinois,90369,4059,,05-15-2020
Indiana,26656,1691,,05-15-2020
Iowa,14049,336,6561.0,05-15-2020
Kansas,7886,193,443.0,05-15-2020
Kentucky,7444,332,2712.0,05-15-2020
Louisiana,33837,2448,22608.0,05-15-2020
Maine,1603,69,993.0,05-15-2020
Maryland,36986,1911,2685.0,05-15-2020
Massachusetts,83421,5592,,05-15-2020
Michigan,50079,4825,22686.0,05-15-2020
Minnesota,14240,692,8820.0,05-15-2020
Mississippi,10801,493,6268.0,05-15-2020
Missouri,10766,581,,05-15-2020
Montana,466,16,431.0,05-15-2020
Nebraska,9610,113,,05-15-2020
Nevada,6733,343,272.0,05-15-2020
New Hampshire,3453,151,1247.0,05-15-2020
New Jersey,143984,10148,15642.0,05-15-2020
New Mexico,5662,253,1576.0,05-15-2020
New York,345813,27878,60302.0,05-15-2020
North Carolina,17494,667,9115.0,05-15-2020
North Dakota,1761,42,1071.0,05-15-2020
Northern Mariana Islands,19,2,12.0,05-15-2020
Ohio,26954,1581,,05-15-2020
Oklahoma,5087,285,3801.0,05-15-2020
Oregon,3541,137,1406.0,05-15-2020
Pennsylvania,64136,4422,,05-15-2020
Puerto Rico,2542,122,,05-15-2020
Rhode Island,12219,479,919.0,05-15-2020
South Carolina,8407,380,5076.0,05-15-2020
South Dakota,3887,44,2574.0,05-15-2020
Tennessee,16960,290,9280.0,05-15-2020
Texas,45721,1280,25454.0,05-15-2020
Utah,6913,77,3719.0,05-15-2020
Vermont,933,53,796.0,05-15-2020
Virgin Islands,69,6,61.0,05-15-2020
Virginia,28672,978,3805.0,05-15-2020
Washington,17951,991,,05-15-2020
West Virginia,1447,64,870.0,05-15-2020
Wisconsin,11685,445,6250.0,05-15-2020
Wyoming,716,7,487.0,05-15-2020
Alabama,5593,196,,04-22-2020
Alaska,335,9,196.0,04-22-2020
American Samoa,0,0,,04-22-2020
Arizona,5473,231,1265.0,04-22-2020
Arkansas,2276,42,863.0,04-22-2020
California,37344,1421,,04-22-2020
Colorado,10891,506,,04-22-2020
Connecticut,22469,1544,,04-22-2020
Delaware,3200,89,599.0,04-22-2020
Diamond Princess,49,0,0.0,04-22-2020
District of Columbia,3206,127,645.0,04-22-2020
Florida,28309,893,,04-22-2020
Georgia,21214,848,,04-22-2020
Grand Princess,103,0,0.0,04-22-2020
Guam,136,5,119.0,04-22-2020
Hawaii,592,12,437.0,04-22-2020
Idaho,1766,51,710.0,04-22-2020
Illinois,35107,1565,,04-22-2020
Indiana,12438,666,,04-22-2020
Iowa,3748,90,1428.0,04-22-2020
Kansas,2331,112,,04-22-2020
Kentucky,3378,185,1266.0,04-22-2020
Louisiana,25258,1473,,04-22-2020
Maine,907,39,455.0,04-22-2020
Maryland,14775,698,981.0,04-22-2020
Massachusetts,42944,2182,,04-22-2020
Michigan,33966,2813,3237.0,04-22-2020
Minnesota,2722,179,1317.0,04-22-2020
Mississippi,4894,193,,04-22-2020
Missouri,6277,238,,04-22-2020
Montana,439,14,296.0,04-22-2020
Nebraska,1813,38,,04-22-2020
Nevada,4081,172,,04-22-2020
New Hampshire,1588,48,546.0,04-22-2020
New Jersey,95914,5150,,04-22-2020
New Mexico,2210,71,529.0,04-22-2020
New York,263292,19413,23887.0,04-22-2020
North Carolina,7495,265,,04-22-2020
North Dakota,679,14,229.0,04-22-2020
Northern Mariana Islands,14,2,11.0,04-22-2020
Ohio,14117,610,,04-22-2020
Oklahoma,2894,170,1772.0,04-22-2020
Oregon,2059,78,,04-22-2020
Pennsylvania,36082,1673,,04-22-2020
Puerto Rico,1252,63,,04-22-2020
Rhode Island,5841,181,315.0,04-22-2020
South Carolina,4761,140,3317.0,04-22-2020
South Dakota,1858,9,937.0,04-22-2020
Tennessee,7394,157,4012.0,04-22-2020
Texas,21321,556,7341.0,04-22-2020
Utah,3445,32,970.0,04-22-2020
Vermont,823,40,1710.0,04-22-2020
Virgin Islands,54,3,48.0,04-22-2020
Virginia,10266,349,1497.0,04-22-2020
Washington,12596,686,,04-22-2020
West Virginia,939,27,330.0,04-22-2020
Wisconsin,4845,248,,04-22-2020
Wyoming,447,6,254.0,04-22-2020
Recovered,0,0,77366.0,04-22-2020
Alabama,6026,209,,04-24-2020
Alaska,339,9,208.0,04-24-2020
American Samoa,0,0,,04-24-2020
Arizona,6045,266,1313.0,04-24-2020
Arkansas,2810,47,929.0,04-24-2020
California,41355,1621,,04-24-2020
Colorado,12256,674,,04-24-2020
Connecticut,23936,1767,,04-24-2020
Delaware,3442,100,703.0,04-24-2020
Diamond Princess,49,0,0.0,04-24-2020
District of Columbia,3528,153,651.0,04-24-2020
Florida,30533,1046,,04-24-2020
Georgia,22491,899,,04-24-2020
Grand Princess,103,3,0.0,04-24-2020
Guam,141,5,126.0,04-24-2020
Hawaii,601,13,463.0,04-24-2020
Idaho,1870,54,867.0,04-24-2020
Illinois,39658,1795,,04-24-2020
Indiana,13681,741,,04-24-2020
Iowa,4445,107,1604.0,04-24-2020
Kansas,2959,118,,04-24-2020
Kentucky,3779,200,1341.0,04-24-2020
Louisiana,26140,1660,14927.0,04-24-2020
Maine,965,47,499.0,04-24-2020
Maryland,16616,798,1108.0,04-24-2020
Massachusetts,50969,2556,,04-24-2020
Michigan,36641,3085,3237.0,04-24-2020
Minnesota,3185,221,1594.0,04-24-2020
Mississippi,5434,209,,04-24-2020
Missouri,6788,272,,04-24-2020
Montana,444,14,325.0,04-24-2020
Nebraska,2424,50,,04-24-2020
Nevada,4398,197,,04-24-2020
New Hampshire,1720,53,578.0,04-24-2020
New Jersey,102196,5683,,04-24-2020
New Mexico,2521,84,614.0,04-24-2020
New York,271590,21411,23887.0,04-24-2020
North Carolina,8290,294,,04-24-2020
North Dakota,748,15,285.0,04-24-2020
Northern Mariana Islands,14,2,11.0,04-24-2020
Ohio,15169,690,,04-24-2020
Oklahoma,3121,188,1961.0,04-24-2020
Oregon,2177,86,,04-24-2020
Pennsylvania,40208,1747,,04-24-2020
Puerto Rico,1276,77,,04-24-2020
Rhode Island,6699,202,377.0,04-24-2020
South Carolina,5070,157,3701.0,04-24-2020
South Dakota,2040,10,1190.0,04-24-2020
Tennessee,8728,169,4370.0,04-24-2020
Texas,23642,624,9156.0,04-24-2020
Utah,3782,39,1252.0,04-24-2020
Vermont,827,44,1710.0,04-24-2020
Virgin Islands,54,3,50.0,04-24-2020
Virginia,11594,411,1672.0,04-24-2020
Washington,12977,722,,04-24-2020
West Virginia,1010,32,439.0,04-24-2020
Wisconsin,5356,263,,04-24-2020
Wyoming,473,7,321.0,04-24-2020
Recovered,0,0,99079.0,04-24-2020
Alabama,6750,242,,04-28-2020
Alaska,351,9,228.0,04-28-2020
American Samoa,0,0,,04-28-2020
Arizona,6955,275,1450.0,04-28-2020
Arkansas,3127,57,1146.0,04-28-2020
California,46164,1864,,04-28-2020
Colorado,14316,736,2275.0,04-28-2020
Connecticut,26312,2087,,04-28-2020
Delaware,4575,137,1096.0,04-28-2020
Diamond Princess,49,0,0.0,04-28-2020
District of Columbia,3994,190,660.0,04-28-2020
Florida,32848,1171,,04-28-2020
Georgia,24922,1036,,04-28-2020
Grand Princess,103,3,0.0,04-28-2020
Guam,141,5,129.0,04-28-2020
Hawaii,609,16,493.0,04-28-2020
Idaho,1952,60,1039.0,04-28-2020
Illinois,48102,2125,,04-28-2020
Indiana,16588,901,,04-28-2020
Iowa,6376,136,2164.0,04-28-2020
Kansas,3652,127,,04-28-2020
Kentucky,4375,225,1521.0,04-28-2020
Louisiana,27286,1801,17303.0,04-28-2020
Maine,1040,51,585.0,04-28-2020
Maryland,20113,1016,1295.0,04-28-2020
Massachusetts,58302,3153,,04-28-2020
Michigan,39262,3568,8342.0,04-28-2020
Minnesota,4181,301,1912.0,04-28-2020
Mississippi,6342,239,,04-28-2020
Missouri,7450,330,,04-28-2020
Montana,451,15,356.0,04-28-2020
Nebraska,3517,56,,04-28-2020
Nevada,4821,219,,04-28-2020
New Hampshire,2010,60,798.0,04-28-2020
New Jersey,113856,6442,15642.0,04-28-2020
New Mexico,2974,105,666.0,04-28-2020
New York,295106,22912,51630.0,04-28-2020
North Carolina,9755,363,,04-28-2020
North Dakota,991,19,409.0,04-28-2020
Northern Mariana Islands,14,2,12.0,04-28-2020
Ohio,16769,799,,04-28-2020
Oklahoma,3410,207,2260.0,04-28-2020
Oregon,2385,99,,04-28-2020
Pennsylvania,45137,2046,,04-28-2020
Puerto Rico,1400,86,,04-28-2020
Rhode Island,7927,239,466.0,04-28-2020
South Carolina,5735,192,2830.0,04-28-2020
South Dakota,2313,11,1392.0,04-28-2020
Tennessee,10052,188,4921.0,04-28-2020
Texas,26357,719,11786.0,04-28-2020
Utah,4345,41,1704.0,04-28-2020
Vermont,862,47,,04-28-2020
Virgin Islands,57,4,51.0,04-28-2020
Virginia,14339,492,1914.0,04-28-2020
Washington,13842,786,,04-28-2020
West Virginia,1095,38,481.0,04-28-2020
Wisconsin,6289,300,,04-28-2020
Wyoming,536,7,343.0,04-28-2020
Recovered,0,0,115936.0,04-28-2020
Alabama,14478,551,7951.0,05-24-2020
Alaska,407,10,358.0,05-24-2020
American Samoa,0,0,,05-24-2020
Arizona,16377,801,4132.0,05-24-2020
Arkansas,5922,116,4148.0,05-24-2020
California,94020,3754,,05-24-2020
Colorado,24174,1332,3640.0,05-24-2020
Connecticut,40468,3693,7127.0,05-24-2020
Delaware,8809,326,4598.0,05-24-2020
Diamond Princess,49,0,,05-24-2020
District of Columbia,8110,432,1075.0,05-24-2020
Florida,50867,2237,,05-24-2020
Georgia,42902,1827,,05-24-2020
Grand Princess,103,3,,05-24-2020
Guam,166,5,138.0,05-24-2020
Hawaii,643,17,589.0,05-24-2020
Idaho,2626,79,1755.0,05-24-2020
Illinois,110304,4856,,05-24-2020
Indiana,31376,1976,,05-24-2020
Iowa,17251,456,9318.0,05-24-2020
Kansas,9004,205,485.0,05-24-2020
Kentucky,8571,391,3102.0,05-24-2020
Louisiana,37169,2691,26249.0,05-24-2020
Maine,2055,78,1263.0,05-24-2020
